,komentar,kategori,label,clean_text
2931,"saya juga gitu dil waktu kecil lomba lari sampai lecet lecet dapat hadiah HP. Pesertanya saya, warga sama polisi.",bukan hate speech,0,dil lomba lari lecet lecet hadiah hp warga polisi
2932,WIB (waktu iri bagian barat),bukan hate speech,0,wib iri barat
2933,"Bentar bang mau lap air mata dulu, nanti balik lagi",bukan hate speech,0,bentar bang lap air mata
2934,Aku juga pernah balap lari waktu kecil di acara gathering tempat kerja bapak terus menang juara 1 di panggil buat ambil hadiah terus di panggung ditanya anak siapa aku sebutin nama bapakku ternyata itu moment yang buat bapak bangga banget sampai diulang2 ceritanya sampai aku wisuda kuliah  love alm. Bapak al-fatihah,bukan hate speech,0,balap lari acara gathering kerja menang juara panggil ambil hadiah panggung anak sebutin nama nyata momen bangga banget ulang cerita wisuda kuliah love alm alfatihah
2935,Bukti kalau Pak Muh emang Tsundere kalau ama Fadil,bukan hate speech,0,bukti muh emang tsundere fadil
2936,"Vlog dong udah lama ga ada video terbaru ini di youtube setelah lebaran..... tiap hari ngecek mulu , nungguin video barunya",bukan hate speech,0,vlog tidak video youtube lebaran ecek mulu nungguin video
2937,benar benar duet maut... ,bukan hate speech,0,duet maut
2938,Ganteng banget. Eh kena mantra juga saya,bukan hate speech,0,ganteng banget eh kena mantra
2939,Komentar ini di baca oleh orang-orang yang akan sukses dimasa depan ,bukan hate speech,0,komentar baca orangorang sukses
2940,"Tuhan pas bikin pak Muh : Kau akan memiliki keluarga harmonis & taat padaku, hidup berkecukupan, dikaruniai sepasang anak yang penurut, dan kehidupan yang tenang. Malaikat: bukankah kehidupan itu terlalu sempurna untuk manusia??? Tuhan: Baiklah ku karuniakan lagi satu orang anak yang jahil untuk menguji kesabaran mu dan meramaikan suasana",bukan hate speech,0,tuhan pa bikin muh kau milik keluarga harmonis taat hidup karunia pasang anak hidup tenang malaikat hidup sempurna manusia tuhan ku karunia orang anak jahil uji sabar mu ramai suasana
2941,pak muh ga bisa di ajak  akting wkwk lucu banget,bukan hate speech,0,muh tidak ajak akting wkwk lucu banget
2942,"Masih ada besok, masih ada lusa, tapi gak tau dapat apa gak wkwk‚",bukan hate speech,0,besok lusa tidak tau tidak wkwk
2943,"mantap banget ya kak Fadil, langsung keliatan hasilnya di Pak Muh thank you for sharing ya kak",bukan hate speech,0,mantap banget ya kak fadil langsung lihat hasil muh thank sharing ya kak
2944,"Dr awal keluar kalimat bangun jam 5,,, pah Muh udah langsung liat,, bakal pencitraan ni anak... Ternyata benar ‚‚",bukan hate speech,0,kalimat bangun jam pah muh langsung lihat citra ni anak nyata
2945,HAHAHA PAK MUH LANGSUNG BOMBASTIC SIDE EYE,bukan hate speech,0,hahaha muh langsung bombastic side eye
2946,"salah satu Ibadah adalah anak membawa orang tua nya berlibur,  membahagiakan orang tua ",bukan hate speech,0,salah ibadah anak bawa orang tua nya libur bahagia orang tua
2947,"Bahkan pasukan goib pun tidak percaya... biasa bikin vlog aja siang siang: hai gais aku baru bangun, aku belum sholat AZHAR, sholat dulu ya gais. Kalian yang belum sholat jangan lupa sholat..",bukan hate speech,0,pasu goib tidak percaya bikin vlog siang siang hai gais bangun sholat azhar sholat ya gais sholat lupa sholat
2948,nih kalau bu ida nonton iklannya langsung diomelin kali  nyuci piring sama sendok satu doang sabunnya sebanyak itu,bukan hate speech,0,nih bu ida nonton iklan langsung diomelin kali nyuci piring sendok sabun
2949,Udah nyobain dong @lifebuoyid dan benaran sat set bersih nya apalagi buat piring plastik yang berminyak mantap bersihnya  #LifebuoyCuciPiring,bukan hate speech,0,nyobain lifebuoyid set bersih nya piring plastik minyak mantap bersih lifebuoycucipiring
2950,"Guys ini sabun cuci piring @lifebuoyid benaran bagus, murah dan wangi  gak sengaja beli dan coba pakai karena tebus murah malah ketagihan pakai ini  dibiarin dalam rendeman spons cuci piring seharian juga gak bau gitu sponsnya. Sedikit testi aja, biar pada ikutan coba ‚ gak dibayar loh ini komennya ",bukan hate speech,0,guy sabun cuci piring lifebuoyid bagus murah wangi tidak sengaja beli coba pakai tebus murah tagih pakai dibiarin rendeman spons cuci piring tidak bau spons testi biar coba tidak bayar loh komennya
2951,Harus di rayain bikin vlog 2 jam bareng Keanu sih mumpung di bali ‚‚‚,bukan hate speech,0,rayain bikin vlog jam bareng anu sih mumpung bal
2952,cuman Fadil nih yang viewers vlognya sebanding jumlah subscribernya…,bukan hate speech,0,fadil nih viewer vlognya banding subscribernya
2953,Selamat bang fadil,bukan hate speech,0,selamat bang fadil
2954,Gas video terbaru bang,bukan hate speech,0,gas video bang
2955,semangat buat vlog,bukan hate speech,0,semangat vlog
2956,ku berharap lu makin rajin edit video ya bang fadil jangan malas buat video kalau bisa durasi dipanjangin,bukan hate speech,0,ku harap rajin edit video ya bang fadil malas video durasi dipanjangin
2957,Bang Fadil itu artinya harus rajin-rajin lagi bikin konten. kalau bisa setiap hari. seru banget. aku udah nungguin belum ada konten lagi,bukan hate speech,0,bang fadil arti rajinrajin bikin konten seru banget nungguin konten
2958,"Ulun muhammad Haddad mewakili keluarga Banjarmasin mengucapkan minal aidzin wal Faidzin mohon maaf lahir batin atas semua kesalahan yang di sengaja dan tidak disengaja,dari sikap, perbuatan, dan mungkin tutur kata yang kurang baik ... semoga di panjangkan umur untuk semuanya agar di tahun yang akan datang dapat bertemu dan berkumpul lagi dengan semua keluarga atau pun hanya bersangkut jauh dari saudara, dan semoga tali silahturahmi tetap terjaga",bukan hate speech,0,ulun muhammad haddad wakil keluarga banjarmasin mal aidzin wal faidzin mohon maaf lahir batin salah sengaja tidak disengajadari sikap moga umur temu kumpul keluarga sangkut saudara moga talus silahturahmi jaga
2959,Mudik ke Tegal ya Fadil… salam buat mama Ida ya dari temanya umi Diba •,bukan hate speech,0,mudik tegal ya fadil salam mama ida ya tema umi diba
2960,"seharian mood saya lagi gak bagus , tapi pas @fadiljaidi update youtube sama post foto pak @waroengpakmuh dengan muka yang gemes , bikin mood kembali membaik.. emang kalian moodbooster terbaik dah ",bukan hate speech,0,mood tidak bagus pa fadiljaidi update youtube post foto waroengpakmuh muka gemes bikin mood emang moodbooster
2961,"aku sangat yakin dengan ikhtiar mengikuti Giveaway ini,bisa memberikan hadiah terbaik untuk ibu di masa tuanya yaitu UMROH bersama @scarlett_whitening @fadiljaidi @waroengpakmuh bismillah rindu ibu tersampaikan, mimpi ibu terwujudkan ",bukan hate speech,0,ikhtiar giveaway inibisa hadiah tua umroh scarlett whitening fadiljaidi waroengpakmuh bismillah rindu mimpi wujud
2962,semoga aja bisa benar datang ke Baitullah•‹ dan ziarah ke Makam Rasulullah SAW ,bukan hate speech,0,moga baitullah ziarah makam rasulullah saw
2963,"Gais! Buruan komen MAU sebanyak2nya! Makin banyak komen, makin tinggi kesempatan menangnya.  #ngasihtauajasih",bukan hate speech,0,gais buru komen komen menang ngasihtauajasih
2964,"Wah gede nih bayaran pak muh, pinter banget aktingnya.. Wkwk",bukan hate speech,0,nih bayar muh pintar banget akting wkwk
2965,Tumben ngedit video nya bagus ‚‚‚,bukan hate speech,0,tumben edit video nya bagus
2966,Sumpah tadi abis belanja di matahari diskon gede gedean cuy saya beli sendal harga 159rb jadi 100k dong diskonya lumayan tinggi banget,bukan hate speech,0,sumpah habis belanja matahari diskon gede cuy beli sendal harga rb k diskon lumayan banget
2967,Okesip! Wajib banget sih dipantengin ini live TikToknya nanti. ,bukan hate speech,0,okesip wajib banget sih dipantengin live tiktoknya
2968,bisa bisanya sampai matahari endorse toko cici ,bukan hate speech,0,matahari endorse toko cici
2969,Baju yang dipake bang fadil gemoy juga kayaknya ,bukan hate speech,0,baju pakai bang fadil gemoy kayak
2970,"Bang kirimin saya hampers baju dari matahari bang, biasanya kalau mau lebaran koleksinya dia lucu2 kayak elu ",bukan hate speech,0,bang kirimin hamper baju matahari bang lebaran koleksi lucu
2971,"Ka Fadhil, ayo buka endorse makanan. @dunia_peracian mau endorse",bukan hate speech,0,ka fadhil ayo buka endorse makan dunia aci endorse
2972,Ganteng banget anak pak muh bismillah thr,bukan hate speech,0,ganteng banget anak muh bismillah thr
2973,Muka nya bersinar secerah matahari ‚‚,bukan hate speech,0,muka nya sinar cerah matahari
2974,"Di matahari juga ada produk baju muslim dari Batik Krisna Wahyu, lengkap pokoknya, ada baju gamis juga.",bukan hate speech,0,matahari produk baju muslim batik krisna wahyu lengkap pokok baju gamis
2975,"kaya brosur ramayana bang, yang di sebarnya pake angkot",bukan hate speech,0,kaya brosur ramayana bang sebar pakai angkot
2976,GK sekarang bang kalau emak saya ke matahari mepet sAma lebaran berangkat jam 5 pulang jam 10 cuma beli 3 barang,bukan hate speech,0,tidak bang emak matahari mepet lebaran berangkat jam pulang jam beli barang
2977,Ganteng bang @fadiljaidi mirip artis pak muh yang banyak terimakasih,bukan hate speech,0,ganteng bang fadiljaidi artis muh terimakasih
2978,"Kalau ke bulan butuh berbulan bulan perginya, mending pergi ke @matahari cukup seharian uda bisa bawa pakaian untuk lebaran  banyak diskon dan jika beruntung bisa dapat Toyota Alphard loh ",bukan hate speech,0,butuh pergi mending pergi matahari bawa pakai lebaran diskon untung toyota alphard loh
2979,"ya Allah dil, saya nyaksiin banget lu dari yang story cuman ngerjain bokap lu doang awal2, sekarang happy banget liat Pak Muh.. benar2 lu banyak bawa rezeki berkah buat keluarga dil.. siapa nyangka coba, derajat keluarga naik malah dari anak yang paling usil",bukan hate speech,0,ya allah dil nyaksiin banget story kerja ayah senang banget lihat muh bawa rezeki berkah keluarga dil nyangka coba derajat keluarga anak usil
2980,Liat ka fadil hari ini tuh definisi; jawaban dari doa doa baik orangtua,bukan hate speech,0,lihat ka fadil tuh definisi doa doa orangtua
2981,"Please ya Fadil jangan sering2 membuat Pak Muh dalam kondisi tertekan, khawatir berpengaruh pd kesehatannya. Jujur semalam aku nangis gak kuat melihat ini sampai akhir, kasian banget. Ngerti banget sama yang dirasain Pak Muh tu kaya apa karna aku juga grogian parah kalau harus tampil di depan umum. Mohon munculkan  empati terhadapnya, jangan cuma kita bisa ketawa doang, lihat sisi manusiawinya jangan sekadar objek hiburan semata ",bukan hate speech,0,mohon ya fadil muh kondisi tekan khawatir pengaruh pd sehat jujur malam nang tidak kuat lihat kasihan banget ngerti banget dirasain muh kaya grogi parah tampil mohon muncul empati hadap tertawa lihat sisi manusiawi objek hibur
2982,Fadil kamu kok liatin haechan mulu  tukeran posisi yuk,bukan hate speech,0,fadil lihatin haechan mulu tukar posisi yuk
2983,MAKNA TERSIRAT DIBALIK GERAKAN LORD MUH ITU ADALAH KUAMBIL REMOTE-KU KUSAMBITKAN KE KEPALAMU ,bukan hate speech,0,makna sirat gera lord muh ambil remoteku sambit kepala
2984,Masih ngakak inget mereka salim sama pak muh. Emang kpop sekarang di luar hujan,bukan hate speech,0,tertawa salim muh emang kpop hujan
2985,"Si paling mupeng jadi membernya NCT akhirnya bisa debutin foto bareng NCT Dream, ya Dil. ‚ The power of Pak Muh. Kira kira Pak Muh ngajak ngobrol pakai Bahasa Arab gak ya? Uri Jisung sangat terkesima sama Bahasa Arab loh, Pak Muh.",bukan hate speech,0,si mupeng membernya nct debutin foto bareng nct dream ya dil the power of muh muh ngajak ngobrol pakai bahasa arab tidak ya uri jisung kesima bahasa arab loh muh
2986,Bang ayo tukeran tempat bang saya mau di samping mark sama echan,bukan hate speech,0,bang ayo tukar bang samping mark echan
2987,"lucu banget saya jadi kak fadil bisa pingsan di tempat sih, mereka ganteng banget apa lagi di kasih album dari tangan mark langsung, ",bukan hate speech,0,lucu banget kak fadil pingsan sih ganteng banget kasih album tangan mark langsung
2988,"bang kalau mau buat menu sahur jangan lupa ayam nya di keluarkan lebih awal ya, jangan seperti tahun lalu yang hampir gak makan sekeluarga gara"" ayam masih beku„„„„ ingat banget lagi nonton nya ngakak abis„ @fadiljaidi",bukan hate speech,0,bang menu sahur lupa ayam nya ya tidak makan keluarga gara ayam beku banget nonton nya tertawa habis fadiljaidi
2989,Bang Adil @fadiljaidi siap menyambut bulan Puasa Ramadhan & Lebaran. Mohon Maaf Lahir & Batin.,bukan hate speech,0,bang adil fadiljaidi sambut puasa ramadhan lebaran mohon maaf lahir batin
2990,Kok pake bantal om @waroengpakmuh ? itu disamping ada kursi nganggur,bukan hate speech,0,pakai bantal om waroengpakmuh samping kursi nganggur
2991,SEMOGA BAKSONYA SELALU BULAT YA BANG SEPERTI TEKADMU MEMBUAT KONTEN DAN MEMBAHAGIAKAN KEDUA ORANG TUA. AMIINN YAGESYA.,bukan hate speech,0,moga bakso bulat ya bang tekad konten bahagia orang tua amiinn yagesya
2992,Mau banget pasti rasanya enak,bukan hate speech,0,banget enak
2993,yaallah mau kayak enak banget lezat maknyus,bukan hate speech,0,yaallah enak banget lezat maknyus
2994,"Boleh dong dibagi,, biar ada alasan sampai traffic bun. Jauh soalnya dari rumah. Siapa tau sekalian bisa cobain beli yang lainnya dil",bukan hate speech,0,biar ala traffic bun rumah tau cobain beli dil
2995,Mau dong cobain menu barunya bang fadil @fadiljaidi @trafficbun.id pasti sedap banget Bismillah dikirim ke alamat rumahku depok tapos‚ sukses selalu buat bang fadil–,bukan hate speech,0,cobain menu bang fadil fadiljaidi trafficbunid sedap banget bismillah kirim alamat rumah depok tapos sukses bang fadil
2996,"ya Allah bang fadill pasti abis foto pak muh langsung bilang "" astaghfirullah dil dil"" ",bukan hate speech,0,ya allah bang fadill habis foto muh langsung bilang astaghfirullah dil dil
2997,Saking awet mudanya fadil ,bukan hate speech,0,saking awet muda fadil
2998,"Alhamdulillah... Hore semangat ngonten, endorse & ajak bocil jalan lagi ‚‚‚‚",bukan hate speech,0,alhamdulillah hore semangat ngonten endorse ajak bocil jalan
2999,sekarang PASUKAN GOIB MINTA HADIAH KONTEN YOUTUBE DIL!!!¸,bukan hate speech,0,pasu goib hadiah konten youtube dil
3000,"Pengen ngejodohin ngeship ship tapi saya ga pernah liat ka rissa sehappy sama cowo yang sekarang sejak jaman samsolese challenge samyang. Pokoknya semoga berbahagia bagaimanapun caranya kalian berdua, semoga berbahagia dengan entah siapa",bukan hate speech,0,ngejodohin ngeship ship tidak lihat ka rissa sehappy cowok jaman samsolese challenge samyang pokok moga bahagia moga bahagia
3001,pengen jadi bagian dari scarlett lagi. tapi sudah banyak yang merusak harga pasar oke mundur dan banting stir ,bukan hate speech,0,scarlett rusak harga pasar oke mundur banting stir
3002,harusnya tuh tadi reflux rationya tuh muncul kenapa yang saya engga padahal dah ganti fluid package berkali2 tetap aja,bukan hate speech,0,tuh reflux rationya tuh muncul tidak ganti fluid package kali
3003,Ngeship mereka tapi gimana ya apakah mungkin? Risa udah ada yang punya,bukan hate speech,0,ngeship ya risa
3004,"Jujurlah padaku jujurlah padaku, kau menyimpan rasa kau menyimpan rasa cinta... Nyatakan padaku nyatakan padaku....",bukan hate speech,0,jujur jujur kau simpan kau simpan cinta nyata nyata
3005,Itu tandanya pak muh minta di ajak jalan jalan bang foto ala ala di rumput sambil berpose yekan wkwk,bukan hate speech,0,tanda muh ajak jalan jalan bang foto ala ala rumput pose yekan wkwk
3006,itu pakmuh bantalnya ngga ketinggian bang? bukan apa takut gabisa nengok lagi,bukan hate speech,0,pakmuh bantal tidak bang takut tidak tengok
3007,"Ngefans banget sama pah muh, kadang kalau liat kebersamaan keluarga pak muh yang lucu dan perduli sama anak-anaknya apa lagi ngeliat pak muh sayang banget sama anak perempuan nya, saya langsung nangis liatnya jujur saya iri banget, sumpah pengen banget kek gitu, sehat selalu pak muh sekeluarga ",bukan hate speech,0,ngefans banget pah muh kadang lihat keluarga muh lucu peduli anakanaknya lihat muh sayang banget anak perempuan nya langsung nang lihat jujur iri banget sumpah banget sehat muh keluarga
3008,"Tolong kirimin ulang warna Abu yang sizenya Pak muh, effort banget  tadi masukin sepatunya itu",bukan hate speech,0,tolong kirimin ulang warna abu sizenya muh effort banget masukin sepatu
3009,cie yang centang biru sumringah bngt senyumnya,bukan hate speech,0,cie centang biru sumringah bngt senyum
3010,"Masyaallah, sehat selalu Pak Muh dan Keluarga ",bukan hate speech,0,masyaallah sehat muh keluarga
3011,"MasyaAllah pak muh, kita gak saling kenal tapi aku sayang banget sama pak muh, beruntung banget bang fadil punya papa sebaik pak muh, semoga sehat dan bahagia selalu pak muh dan keluarga",bukan hate speech,0,masyaallah muh tidak kenal sayang banget muh untung banget bang fadil papa muh moga sehat bahagia muh keluarga
3012,"heart you banget Pak Muh, pake KitKat aja ",bukan hate speech,0,heart banget muh pakai kitkat
3013,Panjang umur untuk orangtua bang Fadil. Salah satu nikmat yang sangat harus disyukuri ketika masih ada orangtua yang lengkap. Bahagia selalu bang Fadil dan keluarga.,bukan hate speech,0,umur orangtua bang fadil salah nikmat syukur orangtua lengkap bahagia bang fadil keluarga
3014,HAHA NYARI PAPA BARU ,bukan hate speech,0,haha nyari papa
3015,"Sebenarnya sih punya BPJS, tapi keluarganya bilang mau rawat di rumah aja.",bukan hate speech,0,sih bpjs keluarga bilang rawat rumah
3016,"ASTAGHFIRULLAH BANG PADIL PULANG AYO PULANG, ENDORSE AJA DI RUMAH",bukan hate speech,0,astaghfirullah bang padil pulang ayo pulang endorse rumah
3017,doakan aja ya semoga langgeng,bukan hate speech,0,doa ya moga langgeng
3018,Mentang2 sasuke jarang pulang malah selingkuhin sakura bang ‚,bukan hate speech,0,mentang sasuke jarang pulang selingkuhin sakura bang
3019,"wishlist impian sederhana aku cuma mau banget banget banget ke bandung. pengen banget jalan jalan ke dago dan braga pengen ngerasain langsung vibes jalan kaki disana sambil dengerin lagu sendu, pengen jalan jalan ke daerah rumah milea wkwk karna keliatan asri bangett suananya intinya mau jalan jalan sekitaran kota bandung dengan keunikan bangunan bangunan tua, fun fact aku suka banget vibes jaman dulu gitu karena belum pernah kesana juga haha kasian ya padahal si keturunan bandung, tapi belum pernah kesana karna kampung aku di pelosok ga pernah mampir main ke kota haha. untuk saat ini udah cukup itu dulu aja yang pengen aku datengin. selanjutnya biar kita lihat nanti karna kalau di sebutin banyak banget ya‚ oke sekian terima kasih ",bukan hate speech,0,wishlist impi sederhana banget banget banget bandung banget jalan jalan dago braga langsung vibe jalan kaki dengerin lagu sendu jalan jalan daerah rumah milea wkwk lihat asri bangett suananya inti jalan jalan kota bandung uni bangun bangun tua fun fakta suka banget vibe jaman kesana haha kasihan ya si turun bandung kesana kampung pelosok tidak mampir main kota haha datengin biar lihat sebutin banget ya oke sekian terima kasih
3020,"Destinasi yang pengen banget kunjungi mekkah, kalau kata mamk: kalau pertama naik pesawat yang dikunjungi ke mekah:)). Baru ke tempat wisata lain. Bismillah semogaa rejeki",bukan hate speech,0,destinasi banget kunjung mek mamk pesawat kunjung mek wisata bismillah semogaa rejeki
3021,bismillah saya mau ke arab bang,bukan hate speech,0,bismillah arab bang
3022,"Bismillahirrahmanirrahim yaallah pengen umroh bareng keluarga, sedih rasanya liat mama papa makin tua, aku pengen ngebahagiain dengan menangin gift voucher ini in syaa Allah bisa ngebantu pergi ke mekahhhSemoga orang orang baik seperti ini rezekinya lancar terus sehat bahagia sllu",bukan hate speech,0,bismillahirrahmanirrahim yaallah umroh bareng keluarga sedih lihat mama papa tua ngebahagiain menangin gift voucher in syaa allah ngebantu pergi mekahhhsemoga orang orang rezeki lancar sehat bahagia sllu
3023,"Iri betol bisa ampe Konohagakure. Titip salam ama Hinata yah, bang. ",bukan hate speech,0,iri betol konohagakure titip salam hinata yah bang
3024,"Destinasi impianku dari dulu pengen banget ke Jepang, karena suka banget sama budayanya, musimnya, dan makanannya  Semoga suatu hari nanti bisa kesana yaa  #LifeYourWay",bukan hate speech,0,destinasi impi banget jepang suka banget budaya musim makan moga kesana yaa lifeyourway
3025,Gausah jauh jauh ke luar negri. Ke bandung aja bisa kali ya  hihi,bukan hate speech,0,tidak negeri bandung kali ya hihi
3026,"Ke mekkah ka Fadil mimpi mah, ya kali nanti 10 juta dibagi 10 orang hehe bisa ke Mekkah ",bukan hate speech,0,mek ka fadil mimpi mah ya kali juta orang hehe mek
3027,"BANG DIL PASUKAN BOCIL PADA NUNGGUIN ITU DIMESJID, EHH BAPAKNYA KE JEPANG ‚",bukan hate speech,0,bang dil pasu bocil nungguin mesjid ehh jepang
3028,Sholat jumatnya hari ini di Jepang jadi ga bisa ketemu bocil‚,bukan hate speech,0,sholat jumat jepang tidak ketemu bocil
3029,Semoga anak saya nanti kaya lu bang,bukan hate speech,0,moga anak kaya bang
3030,Wkwk yang ada gambar rumahnya,bukan hate speech,0,wkwk gambar rumah
3031,"pasti karna pak muh cari cemilan yang ada gambar rumahnya‚‚,, dan langsung di endors sedemikian banyak ,.jadi ingat fadil yang ketombean langsung di jadiin BA shampo waktu itu,, rejekinya keliatan random tapi pasti buah dari kesabaran dan doa ibu Ida",bukan hate speech,0,muh cari cemilan gambar rumah langsung endors fadil ketombe langsung jadiin ba shampo rejekinya lihat random buah sabar doa ida
3032,"Nyari rumah padahal, langsung di endorse segini banyak, murah rezeki banget si, semoga rezeki kami jg berlimpah ya",bukan hate speech,0,nyari rumah langsung endorse gin murah rezeki banget si moga rezeki limpah ya
3033,Gini doang aku ngakak ‚‚‚,bukan hate speech,0,tertawa
3034,"Enak banget ya jadi orang terkenal.. udah kaya harta, masih dikasihin barang2 gratis.. mau semoga Allah memudahkan rejekiku dan memperlancar rejekiku. Ga usah seperti fadil gpp yang penting ga perlu berhutang lagi. Apa2 yang diinginkan bisa dimudahkan ..",bukan hate speech,0,enak banget ya orang kenal kaya harta dikasihin barang gratis moga allah mudah rejekiku lancar rejekiku tidak fadil tidak-apa-apa tidak hutang mudah
3035,Udah bisa buka Stand jualan depan rumah ini,bukan hate speech,0,buka stand jual rumah
3036,wkwk langsung diendorse cuma gara2 perkara logo rumahnya ga terlihat ,bukan hate speech,0,wkwk langsung diendorse gara perkara logo rumah tidak lihat
3037,Alhamdulillah Pak Muh bisa naro cemilan yang ijo kuning ada rumahnya di tiap rak kulkas ‚,bukan hate speech,0,alhamdulillah muh naruh cemilan hijau kuning rumah rak kulkas
3038,yang ada gambar rumahnya.. ‚‚,bukan hate speech,0,gambar rumah
3039,Bungkus yang ada rumahnya ‚,bukan hate speech,0,bungkus rumah
3040,Salfok trnyata fadil juga beli minyak goreng merk minyak kita ‚‚,bukan hate speech,0,salfok nyata fadil beli minyak goreng merk minyak
3041,"gara pak muh nyari ""warna ijo yang ada rumahnya"" Dikirim sebanyak ini dong ‚",bukan hate speech,0,gara muh nyari warna hijau rumah kirim
3042,"Bang mau bagi ke kita gak @gcumpy kebetulan anak kos krisis makanan, kasian bm kentang gak jadi mulu",bukan hate speech,0,bang tidak gcumpy anak ko krisis makan kasihan bbm kentang tidak mulu
3043,"kalau saya si sebelum tidur streaming ytb lu dil karna seharian capek ngurus rumah, anak dll jadi sebelum tdr sempetin nonton ytb lu biar hati girang abis itu tidur",bukan hate speech,0,si tidur streaming ytb dil capek ngurus rumah anak tdr sempetin nonton ytb biar hati girang habis tidur
3044,Uti serius mainnya keren melebihi ekspektasi,bukan hate speech,0,uti serius main keren ekspektasi
3045,Gimana rasanya main dliatin banyak orng tii,bukan hate speech,0,main dliatin orang tii
3046,saya tunggu media clash tahun depan lomba bilyar .pasti kaulah pemenangnya ,bukan hate speech,0,tunggu medium clash lomba bilyar kau menang
3047,Siapa yang Nonton Media Clash Hanya Buat Lht Fujy Tanding...,bukan hate speech,0,nonton medium clash lihat fujy tanding
3048,Jujur nonton uti kemarin melebihi ekspektasi. Sangat bangga,bukan hate speech,0,jujur nonton uti kemarin ekspektasi bangga
3049,Asli si ini KELUARGA PAN ‚ oma opa biru uti fadly kebetulan bajunya warna biru cocok udah ,bukan hate speech,0,asli si keluarga pan oma opa biru uti fadly baju warna biru cocok
3050,"Terpikat dengan lincahnya uti,  centilnya tapi gak genit, seru aja ngelihatnya dan bikin hati ikut happy ",bukan hate speech,0,pikat lincah uti centil tidak genit seru ngelihatnya bikin hati senang
3051,Fuji sama Atala cocok banget ,bukan hate speech,0,fuji atala cocok banget
3052,Kalah rasa menang. Definisi bahagia menjadi diri sndiri mencoba hal2 baru ya ti. Keep on going ti. kalau bisa si mediaclash tolong Uti jadikan pemain tetap. Sungguh berdamage kalau liat uti olahraga tu,bukan hate speech,0,kalah menang definisi bahagia coba ya ti keep on going ti si mediaclash tolong uti main sungguh berdamage lihat uti olahraga
3053,TOMBOL YANG SAYANG UTI FUJI ¸¸¸,bukan hate speech,0,tombol sayang uti fuji
3054,"Follow ELrumi kerana Fuji, now unfollow juga kerana Fuji ! Turun kapal duluan, aku pasrah! Love Fuji ",bukan hate speech,0,follow elrumi rana fuji unfollow rana fuji turun kapal duluan pasrah love fuji
3055,"uti, tau ga sih, tadi sebelum uti tanding, aku sampai nervous banget karena tegang apalagi penonton segitu banyak butuh mental lebih kuat banget dibanding tosi kemarin. sempet kuatir uti nanti gimana karena lawan kan latihan terus tiap hari. kuatir kalau belum bisa kompak belum dapat chemistri dg partner uti karena kalian berdua gak pernah latihan samasekali. tapi akhirnya nangis haru banget lihat perjuangan uti selama pertandingan. kamu hebat banget anak cantik, kamu keren, kamu luarbiasa banget mainnya hari ini padahal gak ada latihan. love you uti, terus semangat ya, kamu banyak talenta asal kamu mau gali. perbanyak kursus&les&latihan apa saja , coba explore semua bidang. kamu dasarnya smart, IQ mu tinggi, jadi cepat nangkap kalau belajar sesuatu. semakin bangga sayang sama kamu. makasih uti buat hari ini& hari2 seterusnya jangan lupa banyak yang mendukungmu walau kamu gak mengenal kami. cinta uti sekebon kebon. nikmati harimu, manjakan dirimu, kamu luarbiasa",bukan hate speech,0,uti tau tidak sih uti tanding nervous banget tegang tonton segitu butuh mental kuat banget banding tos kemarin sempet kuatir uti lawan latih kuatir kompak chemistri partner uti tidak latih samasekali nang haru banget lihat juang uti tanding hebat banget anak cantik keren luarbiasa banget main tidak latih love uti semangat ya talenta gali kursusleslatihan coba explore bidang dasar smart iq mu cepat nangkap ajar bangga sayang terimakasih uti lupa dukung tidak kenal cinta uti kebon kebon nikmat manja luarbiasa
3056,"Tapi tadi uti mainnya keren bnget, banyak mencetak gol, walaupun endingnya kalah sama lawan, uti ada peningkatan main badmintonnya",bukan hate speech,0,uti main keren banget cetak gol endingnya kalah lawan uti tingkat main badminton
3057,"gak pernah latihan saja sudah sebagus ini mainnya, gimana kalau latihan tiap hari. kamu hebat uti, bangga sama kamu",bukan hate speech,0,tidak latih bagus main latih hebat uti bangga
3058,Ya allah permudahkanlah segala urusan yang membaca komentar ini. Lancarkan rezekinya. Angkat penyakitnya. Sabarkan atas ujiannya. Lunasilah hutang2 nya. Temukan jodohnya. Tenangkan hatinya. Dan undanglah ke rumahmu (baitullah) panjangkan dan berkahilah usianya amiin yarobal alamin,bukan hate speech,0,ya allah mudah urus baca komentar lancar rezeki angkat sakit sabar uji luna hutang nya temu jodoh tenang hati undang rumah baitullah kah usia amiin yarobal alamin
3059,Liat ka fuji bodynya bagus banget yah. Aku jd pengin punya body kaya gitu. Tapi gimana ya caranya ? ,bukan hate speech,0,lihat ka fuji bodynya bagus banget yah pengin body kaya ya
3060,"Maafkan aku , Ya Allah slide pertama tengah"" fuji & aurel aku kira mimi KD ‚ . saya sampai ngebatin ini kok gak foto sama yang ultah . setelah slide foto lain ternyata erika ‚‚ .",bukan hate speech,0,maaf ya allah slide fuji aurel mimi kd ngebatin tidak foto ulang slide foto nyata erika
3061,"kalau uti yang pake cakep, kalau aku yang pake kek nya cosplay badut ultah deh ",bukan hate speech,0,uti pakai cakep pakai nya cosplay badut ulang deh
3062,Tombol pengen baju kaya utii,bukan hate speech,0,tombol baju kaya utii
3063,Habis ini ada yang kejang2 dan beli baju yang uti pake wkwk‚‚‚,bukan hate speech,0,habis kejang beli baju uti pakai wkwk
